date,warmup_phase,posts,replies,follows,likes,followers_gained,profile_visits,replies_engagement,post_impressions,notes
2026-02-23,A,0,0,0,0,0,0,N/A,N/A,Day 1 - Phase A - Setup - browser issue
2026-02-24,A,5,6,3,12,2,Manual follow/like
2026-02-25,A,1,0,0,0,0,Auto-updated
